game_id,id,value
148260,34672,Charles Chevallier
148261,442,Rob Daviau
148264,2269,Michael Rinella
148265,70879,Michael Volkin
148266,29196,Rodrigo Jorquera Jorquera
148270,62255,Julian Anstey
148271,12234,Wojtek Krupnik
148271,12225,Wojtek Wojcik
148273,2,Reiner Knizia
148280,16286,Michael Scott
148282,71320,Thomas Klausner
148282,11261,Timo Multamäki
148290,1727,Bruno Cathala
148291,70700,Matthew Ma
148298,70703,Patrick H Crowe
148298,70702,Richard Pavis
148305,96212,Forrest-Pruzan Creative
148309,3152,Roger Miller
148312,70227,Sebastian Lamch
148319,70710,BakaFire
148322,72331,Eljan Reeden
148323,9799,Matthew Duhan
148323,70769,Isaac Shalev
148329,8316,Gavin Syme
148330,41536,Emil Larsen
148337,7346,Bill Rosser
148349,70732,Dave Killingsworth
148350,3,(Uncredited)
148356,70735,Greg Wagman
148358,8869,Roberto Chiavini
148364,70736,Jamal Green
148375,70739,Casey Willett
148375,70740,Aaron Yung
148376,90301,Eric Cesare
148376,90302,Anthony Rando
148377,70744,Peter Jackson
148379,68570,Manu Palau
148380,7448,Sebastian Bleasdale
148381,68570,Manu Palau
148382,68570,Manu Palau
148383,68570,Manu Palau
148386,67156,Alexandre Grenier
148413,70761,Brian Henk
148413,70762,Clayton Skancke
148415,70770,Clint Corley
148417,70772,Jon Hather
148418,70772,Jon Hather
148419,70772,Jon Hather
148420,70772,Jon Hather
148421,70772,Jon Hather
148422,70772,Jon Hather
148423,70772,Jon Hather
148424,71050,Fabien Chevillon
148427,70773,zombie homer
148428,6322,Guido Crepax
148430,52974,Florian Racky
148432,109273,Chris Nonweiler
148434,70781,Philip Cooke
148440,96212,Forrest-Pruzan Creative
148440,9241,Rob Stoddard
148442,6580,Kathi Kappler
148442,233,Johann Rüttinger
148443,70972,Uta Krueger
148443,70973,Bernd Poloczek
148443,1288,Jens-Peter Schliemann
148450,71006,Morten Monrad Pedersen
148453,135870,Jacques Grigioni
148454,3,(Uncredited)
148461,91375,Jean-François Desmarais
148461,91377,Mike Di Gregorio-Rifiorati
148461,91376,Jessica Hébert
148461,91378,Félix Antoine Lauzon
148461,91380,Mikhaël Vaillancourt
148471,71299,Chris Hansen (II)
148471,5043,David Kershaw
148471,65544,Steve Kling
148472,28751,Marc Di Stefano
148473,484,Ted Raicer
148491,71532,Smoox Chen
148492,41932,Michele Esmanech
148494,11122,Perepau Llistosella
148503,12153,Jack Bennett
148504,71599,Carlos Michán Amado
148507,42166,Todd Sanders
148509,43431,Scott Almes
148513,70830,Marilyn Brackney
148517,7227,Jean-Michel Maman
148521,39436,Hisashi Hayashi
148522,8842,jim pinto
148523,70834,Dan Curran
148523,53062,Brian A. Liberge
148528,405,Peter Wichmann
148530,267,Klaus Zoch
148531,30744,Andreas Schmidt
148532,144,Jacques Zeimet
148533,483,Edith Grein-Böttcher
148534,1106,Andrea Meyer
148534,840,Martin Schlegel
148540,28008,Chris Leder
148541,70155,John Bintz
148556,70838,GenDu Player Community
148557,60115,Philippe Hardy
148567,45788,Andrew Hagen
148574,70833,Gregory Allen
148574,70832,Ralph Loewen
148575,615,Mike Elliott
148575,1533,Eric M. Lang
148579,70884,Jeff Torres
148580,3844,Mads L. Brynnum
148580,70780,Lord Malachi
148581,70862,George Rubio
148583,70953,Arturo Sola
148583,70954,Iñigo Sola
148584,71201,Anders Lystad Brevik
148584,71198,Simon Cutajar
148584,71199,Kristín Guðmundsdóttir
148584,71202,Tróndur Justinussen
148584,71200,Ioana Marin
148586,43121,Pak Cormier
148587,71144,Jan Uerpmann
148592,70866,Wilbur Massie
148600,70499,Piotr Siłka
148601,40429,Jaro Andruszkiewicz
148601,38134,Valdemar Gumienny
148609,70883,William Meyer
148610,50467,Chris Fanchi
148610,50438,Tony Fanchi
148617,70895,Chris Henderson (II)
148621,68719,Doug Levandowski
148628,73669,Annis Araim
148628,73666,Saad Choudri
148628,73667,Zubbar Choudri
148628,73663,Dr. Michael Pambos
148628,73670,Dilwar Rahim
148632,71129,Erik Forni
148632,71128,Andy Jimison
148639,9191,Aleksei Kalinin
148639,52161,Petr Tyulenev
148641,68631,Japan Shogi Association
148641,26621,Madoka Kitao
148660,71295,Jeanie Mehran
148666,3,(Uncredited)
148668,100137,Alex Ramsey
148669,8259,Chris Huntoon
148671,70917,Iván Barrera Alarcón
148671,70920,Alejandro Aranda
148671,70918,Dolores Pérez
148671,70919,Guadalupe Rule
148672,70921,Emmanuel Rabell
148685,69639,Takahiro Amioka
148694,70928,Noah Sheola
148705,62255,Julian Anstey
148729,23504,Jake Staines
148730,6688,Fred Horn
148730,71348,Daniel Krieg
148730,4677,Steffen Mühlhäuser
148731,13391,Gavin Birnbaum
148732,13391,Gavin Birnbaum
148732,70938,Samuel Murray-Birnbaum
148733,45788,Andrew Hagen
148740,4088,Manfred Burggraf
148740,5491,Dorothy Garrels
148740,5495,Wolf Hoermann
148740,5492,Fritz Ifland
148740,86,Michael Schacht
148740,5493,Werner Scheerer
148740,5490,Werner Schlegel
148742,783,Helmut Walch
148743,93,Klaus Kreowski
148744,70937,Matthew Tidbury
148745,58070,Carlo Amaddeo
148747,70939,Huseyin Oguzturk
148757,3,(Uncredited)
148758,812,Paul Rohrbaugh
148759,70943,Nicholas Bodart
148759,70942,Pierre-Emmanuel Legrain
148762,3,(Uncredited)
148764,49760,Carlo Emanuele Lanzavecchia
148765,46480,Kristin Mückel
148766,305,Thilo Hutzler
148767,66521,Johannes Zirm
148768,305,Thilo Hutzler
148768,69969,Christian Hutzler
148769,70947,Annemarie Hölscher
148769,53429,Christiane Hüpper
148769,748,Markus Nikisch
148769,66521,Johannes Zirm
148770,748,Markus Nikisch
148771,4884,Marco Teubner
148772,70950,Gabriela Kratochvil
148777,71260,John Bryan
148785,71059,Ivy Colin
148785,43121,Pak Cormier
148797,70966,Annemariet van Beers
148806,37822,Marcin Krupiński
148806,21812,Filip Miłuński
148807,70970,Treo Game Designers
148808,6940,Inka Brand
148808,6941,Markus Brand
148813,67872,Piotr Milewski
148814,45722,Slawomir Czuba
148814,45723,Wiktor Fabianski
