name,game_id,type,avg_rating,avg_bayes_rating,users_rated,weight,year_published,min_players,max_players,min_play_time,max_play_time,min_age,owned_by,updated_at
Drakborgen Legenden,5177,boardgame,5.93679,5.52903,280,2.2381,2002,2,4,90,90,0,395,2024-01-23 18:41:19
Marrakesh,5178,boardgame,6.35443,5.56959,192,1.2632,2002,2,4,20,20,6,277,2024-01-23 18:41:19
Murder to Go,5179,boardgame,6.6875,0,8,0,1985,6,12,180,180,18,65,2024-01-23 18:41:19
Murder à la carte: What the Butler Saw,5180,boardgame,5.5,0,2,0,1999,6,8,180,180,18,12,2024-01-23 18:41:19
Operation Cannibal,5181,boardgame,5.17405,5.48312,79,2.3846,1996,2,2,180,180,12,292,2024-01-23 18:41:19
The African Campaign,5182,boardgame,6.60573,5.54688,124,2.375,1973,1,2,120,120,12,345,2024-01-23 18:41:19
Austerlitz,5183,boardgame,6.53597,5.56059,139,3.3158,1993,1,4,1080,1080,12,514,2024-01-23 18:41:19
The Rubber-Chicken Caper,5184,boardgame,0,0,0,0,0,8,8,180,180,0,1,2024-01-23 18:41:19
Field Marshal,5185,boardgame,6.00415,5.51095,75,2.0833,1976,2,2,120,120,12,280,2024-01-23 18:41:19
King Arthur and the Knights of the Round Table,5186,boardgame,6.16138,5.53469,145,2.9,1986,1,6,240,240,12,423,2024-01-23 18:41:19
Alfred Hitchcock: The Unexplained,5187,boardgame,6.75,0,4,0,1989,8,8,180,180,12,18,2024-01-23 18:41:19
Murder Mystery Evening: Death in the Ring,5188,boardgame,6.5,0,4,0,1999,6,6,120,120,16,20,2024-01-23 18:41:19
Partyzone: The Inheritance,5189,boardgame,5.33333,0,3,0,1985,10,10,180,180,16,24,2024-01-23 18:41:19
Murder Mystery Party: Party to a Murder,5190,boardgame,0,0,0,0,1998,8,8,180,180,16,3,2024-01-23 18:41:19
Crime Solver Party: The Black Hole Mystery,5191,boardgame,0,0,0,0,1985,4,8,180,180,0,2,2024-01-23 18:41:19
Guilty Party: Murder on the Casting Couch,5192,boardgame,7,0,5,0,1988,8,8,180,180,12,18,2024-01-23 18:41:19
The Fury of the Norsemen,5193,boardgame,5.93718,5.51703,78,1.625,1980,2,2,60,60,12,286,2024-01-23 18:41:19
Fire When Ready,5194,boardgame,6.45566,5.51783,53,2.375,1982,1,4,30,120,12,412,2024-01-23 18:41:19
The Farming Game,5195,boardgame,5.95584,5.57157,963,1.6835,1979,2,6,120,120,10,1732,2024-01-23 18:41:19
Noah's Ark,5196,boardgame,6,0,10,1,1999,2,4,10,10,5,16,2024-01-23 18:41:19
Helltank Destroyer,5197,boardgame,6.28673,5.51854,49,2,1982,2,2,60,60,12,199,2024-01-23 18:41:19
Stalin's Tanks: Armor Battles on the Russian Front,5198,boardgame,6.30923,5.52321,65,2.1,1980,2,2,60,60,12,431,2024-01-23 18:41:19
The Lords of Underearth,5199,boardgame,6.22025,5.52325,79,2.25,1981,1,3,60,60,12,321,2024-01-23 18:41:19
Helltank,5200,boardgame,6.40886,5.53538,79,1.7273,1981,2,2,60,60,12,270,2024-01-23 18:41:19
Trailblazer,5201,boardgame,5.78491,5.50866,53,3.2857,1981,2,4,240,240,16,394,2024-01-23 18:41:19
Annihilator / OneWorld,5203,boardgame,4.80698,5.47008,86,1.6667,1980,2,2,60,60,10,311,2024-01-23 18:41:19
Dimension Demons,5204,boardgame,5.1681,5.49029,58,1.6667,1981,2,2,60,60,12,231,2024-01-23 18:41:19
G.E.V.,5205,boardgame,7.00642,5.92903,888,2.2574,1978,1,2,60,90,12,1839,2024-01-23 18:41:19
Ogre,5206,boardgame,6.94238,6.28683,2867,2.3389,1977,1,3,45,45,10,8306,2024-01-23 18:41:19
Sammy The White House Mouse,5207,boardgame,3,0,5,1,1977,2,4,20,20,4,14,2024-01-23 18:41:19
Six Cubes,5208,boardgame,5.36753,5.48753,73,1,1989,2,6,30,30,10,202,2024-01-23 18:41:19
Rondo,5209,boardgame,5.16038,5.4909,53,1.4286,1997,2,6,45,45,12,181,2024-01-23 18:41:19
Scarab,5210,boardgame,6.10152,5.51014,33,2.5,2002,2,4,20,20,10,61,2024-01-23 18:41:19
Antiques Roadshow: The Game,5211,boardgame,4.1963,5.46305,54,1,2000,2,4,60,60,10,132,2024-01-23 18:41:19
Mutual Mania,5213,boardgame,4.68,0,10,1,1997,2,6,90,90,11,46,2024-01-23 18:41:19
Australian Menagerie,5215,boardgame,5.55,5.49852,42,1.125,1999,2,3,10,10,6,110,2024-01-23 18:41:19
Space Master: Star Strike,5216,boardgame,5.98718,5.50739,39,2.8,1988,2,2,120,120,12,134,2024-01-23 18:41:19
Eleusis,5217,boardgame,7.33391,5.67346,215,2.9333,1956,4,8,20,20,10,230,2024-01-23 18:41:19
Das Revolutionsspiel von 1791,5218,boardgame,5,0,2,0,1989,2,6,90,90,0,21,2024-01-23 18:41:19
Sozoikum,5219,boardgame,4.97727,0,22,0,1993,2,5,30,30,8,71,2024-01-23 18:41:19
Star Trek Game,5220,boardgame,6.21046,5.52798,86,1.75,1979,2,4,60,60,8,260,2024-01-23 18:41:19
Quantum,5221,boardgame,6.11429,5.51124,35,2.5,1975,2,2,20,20,8,83,2024-01-23 18:41:19
Old Town,5222,boardgame,6.3885,5.64671,400,2.2558,2000,1,4,45,45,10,528,2024-01-23 18:41:19
Champs de Bataille II: La bataille de Kadesh,5223,boardgame,6.78571,5.52068,35,2.1111,1997,2,2,180,180,12,207,2024-01-23 18:41:19
Vitoria 1813,5224,boardgame,6.38939,5.51092,33,2.6667,1997,2,2,180,180,12,202,2024-01-23 18:41:19
Nibar's Keep,5225,boardgame,5.5,0,7,2,1987,2,2,45,45,12,38,2024-01-23 18:41:19
Rocroi 1643,5226,boardgame,6.68056,5.51635,36,2.8,1996,2,2,180,180,12,232,2024-01-23 18:41:19
"Glory: The Battles of First & Second Manassas and Chickamauga, 1861-63",5228,boardgame,6.57011,5.59045,189,2.52,1995,1,2,180,600,12,524,2024-01-23 18:41:19
Dragon Kings,5229,boardgame,5.3,0,10,2,1991,2,4,60,60,12,44,2024-01-23 18:41:19
Dino Wars,5230,boardgame,6.75,0,16,1.5,1991,2,8,45,45,12,46,2024-01-23 18:41:19
Orcwars,5231,boardgame,5.80357,5.50835,56,2.1111,1988,2,4,120,150,12,148,2024-01-23 18:41:19
Gnip Gnop,5232,boardgame,4.77242,5.43937,165,1.0526,1971,2,2,10,10,5,135,2024-01-23 18:41:19
The Great Battles of Alexander,5233,boardgame,7.0418,5.66236,248,3.4054,1991,1,2,240,240,12,654,2024-01-23 18:41:19
Sniggle!,5234,boardgame,4.89146,5.47358,82,1.1111,1978,2,4,20,20,8,255,2024-01-23 18:41:19
Samurai Blades: The Game of Man-to-Man Combat in Feudal Japan,5235,boardgame,6.69667,5.58835,165,2.3333,1984,2,6,240,240,14,514,2024-01-23 18:41:19
Yin Yang,5236,boardgame,5.76687,5.50079,32,0,1997,2,2,20,20,12,12,2024-01-23 18:41:19
Championship Rodeo Circuit,5238,boardgame,6,0,5,0,1976,2,6,60,60,8,9,2024-01-23 18:41:19
Omaha Beachhead: Battle for the Bocage,5239,boardgame,6.29075,5.54978,146,2.8261,1987,2,2,120,300,12,731,2024-01-23 18:41:19
BASH!,5240,boardgame,4.85176,0,17,1,1965,2,4,30,30,5,50,2024-01-23 18:41:19
"Sinai: The Arab-Israeli Wars – '56, '67 and '73",5241,boardgame,6.18988,5.56504,240,2.6061,1973,2,2,210,210,12,797,2024-01-23 18:41:19
The Game of Y,5242,boardgame,7.14752,5.59014,121,3.0571,1953,2,2,20,20,10,142,2024-01-23 18:41:19
Montage,5243,boardgame,7.20017,5.66218,208,2.5833,1973,4,4,60,60,13,441,2024-01-23 18:41:19
Star Wars: Destroy Death Star Game,5244,boardgame,5.43578,5.48887,109,1.1429,1977,2,4,30,30,7,200,2024-01-23 18:41:19
Derivation,5245,boardgame,5.26786,0,28,1.6,2002,4,10,60,60,0,77,2024-01-23 18:41:19
Squares,5246,boardgame,7.5,0,2,0,1997,2,2,10,10,0,0,2024-01-23 18:41:19
Baseball 3010,5247,boardgame,7.66667,0,6,0,2002,2,2,45,45,8,10,2024-01-23 18:41:19
The Lord of the Rings Tarot Deck and Card Game,5248,boardgame,4.67982,5.45473,109,1.375,1997,2,6,20,20,12,374,2024-01-23 18:41:19
Cross Bones,5249,boardgame,4.6875,0,8,2,0,2,4,45,45,0,29,2024-01-23 18:41:19
Reverse Curse,5250,boardgame,3.925,0,20,1,2000,2,6,20,20,5,53,2024-01-23 18:41:19
Camelot,5251,boardgame,6.82327,5.64093,297,2.4,1930,2,2,15,15,8,895,2024-01-23 18:41:19
Excursions,5252,boardgame,4.97778,0,9,1,1985,2,6,45,45,0,21,2024-01-23 18:41:19
Jack Straws,5253,boardgame,4.72554,5.42773,186,1,1888,2,5,10,10,6,460,2024-01-23 18:41:19
Solomon's Temple,5254,boardgame,4.17969,5.45602,64,1.2,2001,2,2,60,60,7,181,2024-01-23 18:41:19
Gorkamorka,5255,boardgame,6.52361,5.64026,377,2.7895,1997,2,4,120,120,12,664,2024-01-23 18:41:19
Rommel & Tunisia,5257,boardgame,6.97727,0,22,3.2857,1978,2,2,120,120,12,155,2024-01-23 18:41:19
Star Trek: The Next Generation – Interactive VCR Board Game – A Klingon Challenge,5258,boardgame,5.77969,5.53155,575,1.7209,1993,3,6,60,60,8,1385,2024-01-23 18:41:19
Oh Snap!,5259,boardgame,5.36558,5.45796,709,1.0351,1965,1,6,20,20,8,1448,2024-01-23 18:41:19
Star Wars: Jedi Knights CCG,5260,boardgame,4.78262,5.45144,141,2,2001,2,4,20,20,12,274,2024-01-23 18:41:19
Jigsol,5261,boardgame,4.63333,0,3,0,1985,1,8,30,30,10,13,2024-01-23 18:41:19
Hex-Meister,5263,boardgame,5.35417,0,12,2,1980,2,2,30,30,10,65,2024-01-23 18:41:19
"Kanev: Parachutes Across the Dnepr, September 23-26, 1943",5264,boardgame,6.50833,5.55761,132,2.8125,1981,2,2,120,360,12,669,2024-01-23 18:41:19
Commando,5265,boardgame,5.6962,5.50175,79,3.5,1979,2,20,120,120,12,289,2024-01-23 18:41:19
Scorpion,5266,boardgame,5.57714,5.50061,35,2.3333,1983,2,4,20,20,10,111,2024-01-23 18:41:19
Campaign,5267,boardgame,4.5,0,2,0,1966,2,8,60,60,0,12,2024-01-23 18:41:19
Shoot & Spell,5268,boardgame,0,0,0,0,1989,2,4,20,20,0,4,2024-01-23 18:41:19
Take A Letter,5269,boardgame,5.82308,0,26,2.3333,1985,2,4,60,60,10,94,2024-01-23 18:41:19
Maestria,5270,boardgame,5.875,0,4,3,1991,2,2,20,20,10,19,2024-01-23 18:41:19
Stack,5271,boardgame,5.94348,5.5338,196,1.3182,1988,2,8,60,60,8,447,2024-01-23 18:41:19
Hilarium,5272,boardgame,5.46405,5.49396,153,1.0833,2001,3,6,45,45,18,472,2024-01-23 18:41:19
Supervillains,5273,boardgame,4.27273,0,11,1.6667,1982,2,12,90,90,0,53,2024-01-23 18:41:19
Triumphant Fox: Rommel's Finest Hour  – The Gazala Battles May-June 1942,5274,boardgame,7.42361,5.55905,72,3.6667,1994,2,2,180,180,0,299,2024-01-23 18:41:19
"Piercing the Reich: The Battle for Aachen, Siegfried Line Campaign, Sep-Oct 1944",5275,boardgame,7.03585,5.53366,53,3.5556,1995,2,2,30,600,12,236,2024-01-23 18:41:19
Verdun: The Game of Attrition,5276,boardgame,6.93158,5.53295,57,2.1,1972,2,2,120,120,12,164,2024-01-23 18:41:19
Overlord,5277,boardgame,6.98376,5.55749,93,2.7692,1973,2,4,180,180,12,275,2024-01-23 18:41:19
Bloody Kasserine,5278,boardgame,6.45,5.56825,153,2.3333,1992,2,2,120,120,12,440,2024-01-23 18:41:19
Sagunto: The Battle for Valencia,5279,boardgame,7.53448,5.55033,58,3.9091,1993,2,2,240,240,12,232,2024-01-23 18:41:19
The Powerpuff Girls: Flying Action Game,5280,boardgame,4.65,0,10,1,2002,2,6,20,20,6,18,2024-01-23 18:41:19
Octiles,5281,boardgame,6.46748,5.62909,322,1.8966,1984,2,4,60,60,8,506,2024-01-23 18:41:19
Raise the Titanic,5282,boardgame,5.11,5.49913,30,1,1987,2,4,30,30,8,110,2024-01-23 18:41:19
Penta Go,5283,boardgame,0,0,0,0,1971,2,4,30,30,0,1,2024-01-23 18:41:19
Star Trek: The Next Generation Game of the Galaxies,5284,boardgame,3.83338,5.43961,74,1.125,1993,2,6,60,60,8,326,2024-01-23 18:41:19
Pro Tennis,5285,boardgame,4.46203,5.46419,69,1.6842,1983,1,1,30,30,10,175,2024-01-23 18:41:19
Sports Spectacular,5286,boardgame,6.84615,0,13,0,1977,2,4,30,30,8,34,2024-01-23 18:41:19
Fury in the West,5294,boardgame,6.66065,5.58001,169,2.6667,1977,2,2,180,180,12,633,2024-01-23 18:41:19
Tactics (25th Anniversary Edition),5295,boardgame,6.12195,5.50867,41,2.7143,1983,2,2,120,120,12,175,2024-01-23 18:41:19
Waterloo,5296,boardgame,5.95329,5.55946,456,2.1864,1962,2,2,120,120,12,1193,2024-01-23 18:41:19
World War I: 1914-1918,5297,boardgame,6.82423,5.71854,421,2.4,1975,2,2,180,180,12,1165,2024-01-23 18:41:19
Curses!,5298,boardgame,5.63203,5.51176,634,1.125,2001,3,6,25,25,12,1223,2024-01-23 18:41:19
Dilemmas,5299,boardgame,3.5,0,24,1.4,1982,2,10,60,60,12,63,2024-01-23 18:41:19
APBA Major League Baseball: All Star Edition,5300,boardgame,6.51579,0,19,1.5,2000,2,2,30,30,10,52,2024-01-23 18:41:19
1876 Centennial Baseball,5301,boardgame,5.10833,0,12,1.5,1994,2,2,30,30,0,36,2024-01-23 18:41:19
SPI Baseball,5302,boardgame,4.80645,5.48822,31,1.2,1980,2,2,30,30,10,78,2024-01-23 18:41:19
APBA Pro Hockey,5303,boardgame,6.43562,5.53002,73,2.6667,1993,2,2,60,60,12,173,2024-01-23 18:41:19
Basketball Strategy,5304,boardgame,5.52767,5.49826,159,2.1176,1974,2,2,30,30,12,392,2024-01-23 18:41:19
Face-Off Pro Hockey Game,5305,boardgame,7.4119,5.52749,42,3.7143,1974,2,2,60,60,0,77,2024-01-23 18:41:19
Harry's Grand Slam Baseball Game,5306,boardgame,6.32842,5.63974,414,1.1194,1962,2,4,20,20,8,532,2024-01-23 18:41:19
Among Nations,5307,boardgame,3.9375,0,16,2,1994,3,6,30,30,0,127,2024-01-23 18:41:19
Sahara,5308,boardgame,5.56158,5.50019,120,1.3571,2002,2,2,10,10,6,232,2024-01-23 18:41:19
First Galaxy G1,5310,boardgame,5.16667,0,3,0,1985,2,5,45,45,12,10,2024-01-23 18:41:19
The VCR Hockey Game,5311,boardgame,4.8125,0,8,2,1987,2,2,30,30,10,43,2024-01-23 18:41:19
Family Feud,5312,boardgame,5.47753,5.48029,520,1.1364,1977,2,9,30,30,8,1383,2024-01-23 18:41:19
Fighting Ships,5313,boardgame,5.5,0,11,1.3333,1964,2,2,30,30,8,15,2024-01-23 18:41:19
Hangman,5314,boardgame,4.21831,5.03185,1094,1.1096,1976,2,2,10,10,6,1443,2024-01-23 18:41:19
Soccer Drama,5315,boardgame,4.75,0,4,0,1988,2,4,45,45,0,4,2024-01-23 18:41:19
"Warhammer Epic 40,000",5316,boardgame,6.64513,5.74638,609,3.193,1997,2,4,180,180,0,853,2024-01-23 18:41:19
Speedway,5317,boardgame,4.66,0,10,1.5,1984,2,8,30,30,8,21,2024-01-23 18:41:19
Kaiju: Giant Monster Boardgame,5318,boardgame,2.4,0,5,1,2003,2,4,180,180,10,8,2024-01-23 18:41:19
Rummy 21,5320,boardgame,5.5,0,18,1.5,2001,2,5,60,60,8,101,2024-01-23 18:41:19
The Battle of the Little Big Horn,5321,boardgame,6.02967,5.52051,91,1.1818,1962,2,2,45,45,8,229,2024-01-23 18:41:19
LEGO Soccer,5322,boardgame,5.79744,5.50836,78,1,2000,2,2,10,10,8,93,2024-01-23 18:41:19
World Cup Soccer USA 94,5323,boardgame,5.08333,0,6,0,1994,2,2,45,45,5,22,2024-01-23 18:41:19
Writersports,5324,boardgame,7.5,0,2,0,1996,1,10,60,60,12,11,2024-01-23 18:41:19
Impromptu,5325,boardgame,4,0,3,0,1991,2,2,60,60,10,13,2024-01-23 18:41:19
Raconteur,5326,boardgame,1,0,2,0,1992,2,6,60,60,7,7,2024-01-23 18:41:19
Wordmania,5327,boardgame,3,0,1,0,1990,2,4,60,60,0,4,2024-01-23 18:41:19
Slot Shot,5328,boardgame,6.01818,0,11,0,2002,2,2,45,45,8,27,2024-01-23 18:41:19
The Sheffield Wednesday Soccer Supremo,5329,boardgame,3.925,0,4,1,1992,2,2,60,60,0,4,2024-01-23 18:41:19
All-Pro Hockey,5330,boardgame,6.27273,0,11,1,1969,2,2,60,60,0,32,2024-01-23 18:41:19
Soccer-Football,5331,boardgame,1,0,1,0,1994,2,5,30,30,0,1,2024-01-23 18:41:19
Split (Revised Edition),5332,boardgame,6.1662,5.57426,287,1.5909,2001,2,6,45,45,12,717,2024-01-23 18:41:19
Invasion: Norway,5333,boardgame,6.94393,5.56719,107,3.6,1995,2,2,360,360,12,473,2024-01-23 18:41:19
Inns & Taverns,5334,boardgame,3.39706,0,17,1,1995,2,4,20,20,10,51,2024-01-23 18:41:19
The Horse Soldiers: Forrest at Bay,5335,boardgame,6.14941,5.51881,85,2.9375,1988,2,2,120,120,12,489,2024-01-23 18:41:19
Talisman (Third Edition),5336,boardgame,6.34237,5.8164,1664,2.0903,1994,2,8,120,120,9,2267,2024-01-23 18:41:19
Route 66,5337,boardgame,5.375,0,16,1,1993,2,5,60,60,10,70,2024-01-23 18:41:19
Ocean,5338,boardgame,6.05484,5.50804,31,0,1998,2,6,90,90,10,40,2024-01-23 18:41:19
Monopoly Junior,5339,boardgame,4.32231,4.92129,1836,1.1983,1990,2,4,45,45,5,4160,2024-01-23 18:41:19
American Derby,5340,boardgame,4,0,1,0,1931,2,6,30,30,0,7,2024-01-23 18:41:19
Chercles,5341,boardgame,6.58333,0,6,0,1970,2,2,10,10,8,16,2024-01-23 18:41:19
Mug Shots,5342,boardgame,5.54286,0,7,0,1975,2,2,45,45,0,26,2024-01-23 18:41:19
Hang on Harvey!,5343,boardgame,6.37691,5.52213,55,1.2,1969,2,2,10,10,6,129,2024-01-23 18:41:19
3 Men on a Horse,5344,boardgame,5.50033,0,3,0,1936,2,6,30,30,0,16,2024-01-23 18:41:19
Nitty Gritty,5345,boardgame,4.33333,0,3,3,2003,4,10,90,90,0,11,2024-01-23 18:41:19
Skittle-Bowl,5346,boardgame,6.17421,5.52363,95,1.2,1783,1,8,30,30,0,196,2024-01-23 18:41:19
Edge City,5347,boardgame,5.09312,5.49035,48,1.5,1994,2,4,90,90,12,131,2024-01-23 18:41:19
"Khe Sanh, 1968",5348,boardgame,6.16875,5.50905,40,2.8571,2002,2,2,360,360,12,299,2024-01-23 18:41:19
Kesselschlacht: Ukraine Spring 1944,5349,boardgame,5.55,5.5001,54,3.0833,1992,2,2,360,480,12,298,2024-01-23 18:41:19
Hegemon,5350,boardgame,6.58529,5.51402,34,3.6667,2002,2,2,360,360,12,198,2024-01-23 18:41:19
"Lost Victory: Manstein At Kharkov, Winter 1943",5351,boardgame,7.06108,5.59668,158,3.4444,1994,1,4,120,720,12,617,2024-01-23 18:41:19
Quatero,5353,boardgame,5.25,0,4,0,2001,2,2,20,20,0,5,2024-01-23 18:41:19
Colorama,5354,boardgame,5.08667,5.47274,120,1,1996,1,6,20,20,3,285,2024-01-23 18:41:19
BattleBots: Build' Em Bash 'Em,5355,boardgame,4.875,0,8,0,2002,2,2,20,20,8,14,2024-01-23 18:41:19
Nimbali,5356,boardgame,4.875,0,8,1,2001,2,4,10,10,5,28,2024-01-23 18:41:19
Von Manstein's Backhand Blow,5357,boardgame,7.24152,5.66966,245,3.1316,2002,1,2,120,120,12,710,2024-01-23 18:41:19
Doubletrack,5361,boardgame,5.01111,5.48498,45,1.2,1981,3,4,45,45,8,180,2024-01-23 18:41:19
Pyramids and Mummies,5362,boardgame,4.45,0,5,0,1988,2,4,45,45,8,51,2024-01-23 18:41:19
Hungry Ant,5363,boardgame,6.40625,0,16,1,1978,2,4,20,20,6,34,2024-01-23 18:41:19
Makruk,5364,boardgame,6.83704,5.53198,54,3.7778,0,2,2,60,60,8,99,2024-01-23 18:41:19
Impact Zone,5365,boardgame,3.85103,0,26,0,1998,2,2,30,30,10,60,2024-01-23 18:41:19
Batman Returns 3-D Board Game,5366,boardgame,4.18182,5.48004,33,1,1992,2,4,30,30,5,99,2024-01-23 18:41:19
Chomp!,5367,boardgame,4.70293,5.38024,341,1.0435,2000,2,5,20,20,6,963,2024-01-23 18:41:19
The Art Game,5368,boardgame,5.25,0,4,0,1988,2,8,120,120,0,15,2024-01-23 18:41:19
Hordes of the Things,5369,boardgame,7.33338,5.69829,269,2.4737,1991,2,6,45,45,12,547,2024-01-23 18:41:19
Crosswords for Dummies,5370,boardgame,4.74333,0,15,0,1998,2,4,60,60,10,43,2024-01-23 18:41:19
Chubby Cheeks,5371,boardgame,5.5,0,17,1,1998,2,4,20,20,4,28,2024-01-23 18:41:19
Hanna Haselnuss,5372,boardgame,5.41667,0,6,1,1997,2,4,20,20,4,34,2024-01-23 18:41:19
Ouk Chatrang,5374,boardgame,6.71429,0,7,3,1687,2,2,120,120,8,15,2024-01-23 18:41:19
Journeys of St. Paul,5375,boardgame,5.07143,0,7,1,1968,0,0,30,30,8,24,2024-01-23 18:41:19
Sittuyin,5376,boardgame,6.89286,0,14,3.3333,1800,2,2,60,60,8,31,2024-01-23 18:41:19
Dragon Hunt,5377,boardgame,5.77778,5.5063,63,1.3333,1997,2,2,10,10,10,177,2024-01-23 18:41:19
The Addams Family,5378,boardgame,4,0,5,0,1974,2,4,30,30,0,29,2024-01-23 18:41:19
The Coach's Game,5379,boardgame,5.5,0,2,0,1996,2,2,45,45,0,7,2024-01-23 18:41:19
Lancelot,5380,boardgame,5.93816,5.51416,76,2,1985,2,5,30,60,10,254,2024-01-23 18:41:19
How to Host a Murder: The Hollywood Premiere of Powar and Greede,5381,boardgame,6.84615,0,26,3,1985,8,8,180,180,18,108,2024-01-23 18:41:19
Oil War: American Intervention in the Persian Gulf,5382,boardgame,5.75419,5.5105,191,2.3448,1975,2,2,120,120,12,646,2024-01-23 18:41:19
MechWar '77: Tactical Armored Combat in the 1970's,5383,boardgame,6.23257,5.54356,175,3.1786,1975,2,2,270,270,12,548,2024-01-23 18:41:19
Suspicion,5384,boardgame,6.7,0,10,3,1977,3,6,90,90,12,50,2024-01-23 18:41:19
Speculation,5385,boardgame,6,0,1,0,1989,2,4,60,60,12,17,2024-01-23 18:41:19
Maneuver,5386,boardgame,6.5,0,5,0,1979,2,4,20,20,8,23,2024-01-23 18:41:19
Shakin' Sorry,5387,boardgame,4.26786,5.46636,56,1.5,1992,2,4,20,20,6,205,2024-01-23 18:41:19
Golf Ace,5388,boardgame,4,0,4,0,1992,1,4,30,30,8,8,2024-01-23 18:41:19
Niki Lauda's Formel 1,5389,boardgame,7.0119,5.543,58,1.6667,1980,2,6,90,90,10,102,2024-01-23 18:41:19
Mars 2020,5390,boardgame,5.63158,0,19,1.6,1998,2,6,60,60,8,98,2024-01-23 18:41:19
Challenge the Chief,5391,boardgame,5.3,0,4,2,1973,2,4,20,20,6,6,2024-01-23 18:41:19
Murder à la carte: A Deadly Design,5392,boardgame,6.75,0,6,2,1993,6,6,180,180,18,26,2024-01-23 18:41:19
Wheedle,5393,boardgame,6.19913,5.65669,644,1.2,2002,4,6,30,30,9,1091,2024-01-23 18:41:19
"Kolin: Frederick's First Defeat – June 18, 1757",5394,boardgame,7.81457,5.6224,127,3.9474,1994,1,2,360,360,12,467,2024-01-23 18:41:19
Ultimate Muscle: The Kinnikuman Legacy Battle Card Game,5395,boardgame,5,0,6,1,2003,2,2,45,45,8,10,2024-01-23 18:41:19
Trade Winds,5396,boardgame,6.90811,5.51821,37,1.6,1960,2,6,90,90,8,87,2024-01-23 18:41:19
Robo Force,5397,boardgame,4.66667,0,3,0,1984,2,4,30,30,5,15,2024-01-23 18:41:19
Trade In,5398,boardgame,5.91667,0,6,0,2003,2,6,90,90,0,5,2024-01-23 18:41:19
Prince Valiant,5399,boardgame,5.8,0,5,0,1954,2,6,60,60,8,25,2024-01-23 18:41:19
Changgi,5400,boardgame,7.04689,5.57994,132,3.3333,0,2,2,60,60,8,198,2024-01-23 18:41:19
Blisters,5401,boardgame,5.4025,0,20,1,1993,2,2,30,30,0,48,2024-01-23 18:41:19
Driveway Deals,5402,boardgame,3.6,0,5,1,1993,2,6,90,90,12,8,2024-01-23 18:41:19
"The ""I Love Lucy"" Game",5403,boardgame,3.7,0,10,0,1990,2,4,60,60,8,87,2024-01-23 18:41:19
Amun-Re,5404,boardgame,7.29242,6.95239,9198,3.0319,2003,3,5,90,90,12,10418,2024-01-23 18:41:19
New England,5406,boardgame,6.46518,5.95055,1834,2.466,2003,3,4,90,90,12,2352,2024-01-23 18:41:19
Stock Car Saturday Night,5407,boardgame,5.75,0,4,0,2003,2,12,30,30,0,7,2024-01-23 18:41:19
Beyond Planet V94,5408,boardgame,7,0,1,0,0,2,4,20,20,12,1,2024-01-23 18:41:19
Star Trek: The Next Generation – Romulan Challenge,5409,boardgame,4,0,10,0,1994,2,6,120,120,8,29,2024-01-23 18:41:19
La Grande Guerre 14-18,5410,boardgame,7.82135,5.6018,109,4.75,1999,2,6,360,3600,14,286,2024-01-23 18:41:19
Die Schatzinsel,5411,boardgame,5.96389,5.5098,36,2.2,2002,2,4,30,30,10,64,2024-01-23 18:41:19
Tomb of Doom,5412,boardgame,4.45164,5.46846,61,1.1667,1999,2,4,45,45,7,123,2024-01-23 18:41:19
Speedway Challenge,5413,boardgame,6.90833,0,12,1.6667,1990,2,4,30,30,8,30,2024-01-23 18:41:19
Let's Make A Deal,5415,boardgame,4.3,0,15,0,1974,3,4,60,60,10,41,2024-01-23 18:41:19
Color Match,5416,boardgame,6,0,7,2,1982,2,6,30,30,7,53,2024-01-23 18:41:19
Victory by Any Means: Campaign Guide,5418,boardgame,7.64103,5.53218,39,3.8571,2004,2,99,300,300,0,100,2024-01-23 18:41:19
Magna Grecia,5419,boardgame,6.5704,5.82209,864,2.9479,2003,2,4,90,90,12,1246,2024-01-23 18:41:19
Assassin: The Final Game,5420,boardgame,4.91979,5.46356,96,1.5556,1980,2,4,90,90,12,129,2024-01-23 18:41:19
Inferno,5421,boardgame,4.922,0,25,1.5,1996,2,6,30,30,10,40,2024-01-23 18:41:19
Verba Volant International,5422,boardgame,6.30417,0,12,0,1998,2,6,10,10,8,42,2024-01-23 18:41:19
Bible Trivia,5423,boardgame,4.99356,5.4669,132,1.6923,1984,2,12,60,60,8,284,2024-01-23 18:41:19
MindTrap II,5425,boardgame,5.28783,5.45763,422,1.9394,1997,2,10,60,60,12,1165,2024-01-23 18:41:19
"Behind the ""8"" Ball",5426,boardgame,0,0,0,0,1969,2,4,60,60,10,19,2024-01-23 18:41:19
TriBond Card Game,5427,boardgame,5.14773,5.48624,44,1.25,2000,2,10,20,20,10,130,2024-01-23 18:41:19
Mad Gab Card Game,5428,boardgame,4.86857,5.45918,140,1,2000,2,10,20,20,10,674,2024-01-23 18:41:19
Blurt! Card Game,5429,boardgame,5.34263,5.49516,38,1.5,2000,3,5,20,20,8,131,2024-01-23 18:41:19
Best of TriBond,5430,boardgame,5.40859,5.48652,163,1.2222,2001,2,15,60,60,12,444,2024-01-23 18:41:19
Agatha Christie: Behind the Screen,5431,boardgame,4.34615,0,13,1,1986,1,99,45,45,10,32,2024-01-23 18:41:19
